gene	symbol	log2FoldChange	lfcSE	pvalue	padj
ENSG0105071	GENE5071	1.908	0.292	0.05592247564253905	0.010040897947534095
ENSG0100453	GENE453	-1.322	0.187	0.03314712228274452	0.010082657047963137
ENSG0102526	GENE2526	-0.033	0.484	0.010391812472196449	0.010083291786625013
ENSG0108349	GENE8349	-4.283	0.42	0.4761025546257437	0.010084987281208616
ENSG0116787	GENE16787	-1.097	0.48	0.02718444846871748	0.010127680043206076
ENSG0117454	GENE17454	-0.699	0.298	0.019017312297287203	0.010133360224142357
ENSG0117641	GENE17641	3.948	0.1	0.35442817153260475	0.010151123891404037
ENSG0103944	GENE3944	-0.509	0.407	0.0160777466185833	0.010166115944330192
ENSG0114283	GENE14283	-2.561	0.418	0.1019041153833522	0.010170618230192392
ENSG0109712	GENE9712	-3.056	0.309	0.1594316015729237	0.01018749645898592
ENSG0105590	GENE5590	-1.708	0.486	0.047480098038463536	0.010209209295753564
ENSG0108801	GENE8801	4.556	0.247	0.6178662414964053	0.010238236631891091
ENSG0112688	GENE12688	4.999	0.245	0.9225383931718698	0.010254296642429328
ENSG0107656	GENE7656	-4.536	0.187	0.6087164330992225	0.01026265571552979
ENSG0116262	GENE16262	0.673	0.124	0.018864186074151634	0.01029770305640395
ENSG0107267	GENE7267	-2.277	0.478	0.08004202301795404	0.01030875538153488
ENSG0117874	GENE17874	-4.507	0.422	0.5956788366823814	0.010316820515815305
ENSG0100113	GENE113	-0.572	0.171	0.01727626578053132	0.010324044175460297
ENSG0101736	GENE1736	-4.041	0.258	0.3931364603158861	0.010354972015182283
ENSG0108588	GENE8588	4.294	0.332	0.4941375300969777	0.01036573993166945
ENSG0116794	GENE16794	-1.997	0.411	0.06253091002634004	0.01036610339605461
ENSG0116562	GENE16562	0.94	0.13	0.024158330443427523	0.010369535144158686
ENSG0115787	GENE15787	-4.992	0.173	0.9271974996232158	0.010371131049983997
ENSG0103815	GENE3815	2.508	0.15	0.0992410740796591	0.01038050883172616
ENSG0106936	GENE6936	3.673	0.456	0.2832574724370809	0.010385504924434902
ENSG0108040	GENE8040	-2.331	0.311	0.08460974147264244	0.010386529647559439
ENSG0109361	GENE9361	1.417	0.302	0.03717985583461747	0.010389067590123011
ENSG0100020	GENE20	-0.155	0.109	0.011961156583515264	0.010399220243051954
ENSG0113117	GENE13117	5.011	0.284	0.9463004150110089	0.010408940497388428
ENSG0102880	GENE2880	0.085	0.222	0.011233224884357296	0.010409691422584171
ENSG0105571	GENE5571	3.202	0.125	0.18593610796075422	0.010415930627989775
ENSG0107714	GENE7714	4.276	0.432	0.4898837792249501	0.010438645021913526
ENSG0117254	GENE17254	4.692	0.412	0.713276618215244	0.01045437751628891
ENSG0116531	GENE16531	-4.131	0.161	0.43083197840542187	0.010463339832907101
ENSG0117675	GENE17675	-0.678	0.129	0.01926854433127967	0.010463685394350166
ENSG0112341	GENE12341	0.307	0.111	0.013842666115330804	0.01049640038786339
ENSG0108025	GENE8025	-1.352	0.104	0.035470095492601716	0.010507735893359637
ENSG0104922	GENE4922	1.73	0.244	0.04991748518674666	0.01052093689965716
ENSG0107159	GENE7159	-1.32	0.137	0.03452131631141997	0.010524751642999085
ENSG0101664	GENE1664	-5.054	0.212	0.9955887100425176	0.010533741797209324
ENSG0106740	GENE6740	-4.983	0.17	0.9341632085634163	0.010536332112460061
ENSG0117092	GENE17092	1.129	0.327	0.02912920533017538	0.010548283310434389
ENSG0105584	GENE5584	2.535	0.349	0.10339771069415393	0.01055644274912519
ENSG0103529	GENE3529	2.641	0.115	0.11427755419395524	0.01060785851937164
ENSG0105671	GENE5671	0.815	0.293	0.022100937113777364	0.01061004025307084
ENSG0112261	GENE12261	-4.02	0.295	0.3960358685174886	0.01062474341013087
ENSG0101330	GENE1330	2.122	0.122	0.0718226053786225	0.010634886339749374
ENSG0110323	GENE10323	4.925	0.458	0.8953924473932359	0.010643953459613085
ENSG0111661	GENE11661	0.635	0.441	0.018849302474898355	0.010645663010816838
ENSG0106013	GENE6013	1.014	0.148	0.026520623236515273	0.010647916051059856
ENSG0109184	GENE9184	-3.258	0.369	0.20047490900647824	0.010680394991523531
ENSG0109691	GENE9691	-2.13	0.287	0.07270258434863941	0.010691226255503441
ENSG0104074	GENE4074	-4.33	0.334	0.5266148216895447	0.01069133895174643
ENSG0105577	GENE5577	-4.162	0.135	0.45323438892016554	0.01070360321052445
ENSG0117011	GENE17011	1.009	0.321	0.0265703648333524	0.010711382449204812
ENSG0105963	GENE5963	-3.928	0.23	0.368166947339129	0.01072866928832087
ENSG0108900	GENE8900	0.557	0.379	0.0177153370969384	0.010731432429841427
ENSG0100733	GENE733	-2.775	0.308	0.13040850221363454	0.010731720132681248
ENSG0112384	GENE12384	3.788	0.368	0.3249524167259399	0.010742511140452405
ENSG0114307	GENE14307	-3.145	0.101	0.1823504892921537	0.01075755471110395
ENSG0100790	GENE790	1.877	0.246	0.058304655318665466	0.010765897874303423
ENSG0113829	GENE13829	-1.34	0.169	0.03600681989089016	0.010781231429710826
ENSG0100203	GENE203	2.735	0.456	0.1264370796647769	0.010786097464900717
ENSG0104132	GENE4132	4.221	0.326	0.4841788864404253	0.010846167804064565
ENSG0100232	GENE232	-3.781	0.475	0.3261837594221366	0.010851794737955557
ENSG0111451	GENE11451	3.853	0.161	0.3485698474241917	0.010869446463750366
ENSG0107077	GENE7077	1.098	0.405	0.02921305201727964	0.010872041605096978
ENSG0112570	GENE12570	0.867	0.302	0.023749661993355486	0.010885676797389174
ENSG0115207	GENE15207	-4.978	0.111	0.9613880215939395	0.010892574557553599
ENSG0115447	GENE15447	3.895	0.236	0.3626684815165766	0.01089469258627269
ENSG0114198	GENE14198	-2.13	0.374	0.074120918945627	0.01089689850518803
ENSG0114694	GENE14694	4.412	0.153	0.5777027108938804	0.010899186940896354
ENSG0100739	GENE739	1.749	0.127	0.05260473436603019	0.010900794277596637
ENSG0112773	GENE12773	3.206	0.299	0.1953385260615651	0.010904888091000117
ENSG0116018	GENE16018	0.727	0.313	0.021025622131422783	0.010931389983599294
ENSG0107340	GENE7340	-0.94	0.412	0.02549600017058895	0.010936878560268157
ENSG0117488	GENE17488	3.2	0.277	0.19502876989872375	0.010946025229792508
ENSG0111935	GENE11935	-2.226	0.186	0.08122790694652049	0.010958081962214235
ENSG0110893	GENE10893	-0.27	0.337	0.013987004257912217	0.010968799845801359
ENSG0102597	GENE2597	3.88	0.236	0.36128535782501026	0.011001474157050356
ENSG0105874	GENE5874	-3.906	0.215	0.3706291718973247	0.011018513938795849
ENSG0117974	GENE17974	4.619	0.139	0.7062155747672367	0.011051542898226614
ENSG0107894	GENE7894	0.997	0.418	0.027135792966148542	0.011062341128053767
ENSG0102216	GENE2216	-3.462	0.368	0.24954611535226545	0.01106512890389154
ENSG0112287	GENE12287	-2.911	0.41	0.15255470232861823	0.011112333507914438
ENSG0108617	GENE8617	-0.838	0.292	0.023632986286831525	0.011116526623238811
ENSG0100751	GENE751	3.627	0.122	0.2908569774402554	0.011118750383770668
ENSG0112016	GENE12016	-0.458	0.178	0.016791727662594513	0.011123327542017747
ENSG0109200	GENE9200	-0.641	0.127	0.01983051830122262	0.011135015384046966
ENSG0112722	GENE12722	-1.094	0.294	0.029818308475797695	0.011138817003368546
ENSG0105066	GENE5066	-4.344	0.442	0.5561578500043549	0.011153922554938134
ENSG0100960	GENE960	-1.138	0.129	0.03114438272568365	0.011179364155645834
ENSG0102428	GENE2428	3.513	0.25	0.2640767211139319	0.01118698161506182
ENSG0116440	GENE16440	4.037	0.283	0.4244104189092288	0.011212179505789704
ENSG0112653	GENE12653	4.489	0.28	0.6388461682225783	0.011243105329819337
ENSG0117125	GENE17125	-4.349	0.383	0.56496706931796	0.0112739984143088
ENSG0109574	GENE9574	4.478	0.379	0.634217608788526	0.011275576701791632
ENSG0109521	GENE9521	-4.466	0.358	0.6282292822113384	0.01128366131089492
ENSG0112437	GENE12437	-4.833	0.312	0.8743689733694533	0.011285509057497905
ENSG0109263	GENE9263	-3.739	0.167	0.32663409656788955	0.011289741707469103
ENSG0115592	GENE15592	3.774	0.108	0.3374638568246877	0.011296441595307998
ENSG0103060	GENE3060	1.107	0.265	0.03063335034339365	0.011312965530226872
ENSG0103143	GENE3143	4.253	0.206	0.5206623656130644	0.011325563938942072
ENSG0114515	GENE14515	-3.837	0.41	0.35926803877122615	0.011372540481888271
ENSG0113704	GENE13704	0.631	0.305	0.020068158662780333	0.011377561172722234
ENSG0114138	GENE14138	-3.777	0.295	0.34108972609651445	0.01138783410180367
ENSG0104224	GENE4224	3.212	0.118	0.20512937595932834	0.011391501915760022
ENSG0105899	GENE5899	-2.59	0.205	0.11733819799886336	0.011406569469570577
ENSG0112644	GENE12644	-0.455	0.296	0.017270903273207905	0.011464202481747359
ENSG0117192	GENE17192	2.704	0.332	0.13081916306951002	0.0114749025111307
ENSG0102199	GENE2199	4.952	0.424	0.9908595874237768	0.01149268590802684
ENSG0106967	GENE6967	1.66	0.149	0.05122617028568044	0.011496932115744672
ENSG0112812	GENE12812	2.182	0.192	0.08207823790949775	0.011519470122822114
ENSG0102364	GENE2364	-0.499	0.458	0.01806732360677199	0.011532283947033688
ENSG0105121	GENE5121	1.04	0.181	0.029409993491546937	0.01153573309388979
ENSG0103895	GENE3895	-1.773	0.488	0.056948749867816284	0.011548485217042286
ENSG0115343	GENE15343	-3.656	0.377	0.3101869370845206	0.011549839901039397
ENSG0105860	GENE5860	-1.373	0.156	0.03980315044667959	0.011565854930587179
ENSG0103959	GENE3959	0.974	0.22	0.02784821175516805	0.011588341811318034
ENSG0108126	GENE8126	-1.61	0.497	0.049384610754009683	0.011598320400952652
ENSG0105659	GENE5659	-4.538	0.316	0.6902981027469165	0.011620192425045483
ENSG0110174	GENE10174	-3.595	0.206	0.2955708774137912	0.011625125424938286
ENSG0115217	GENE15217	-3.968	0.272	0.41401461630221126	0.011644225668329131
ENSG0101402	GENE1402	-3.403	0.466	0.2490136229656269	0.01164427190412876
ENSG0110069	GENE10069	-4.831	0.112	0.9039688832636373	0.011696879032041196
ENSG0103958	GENE3958	-2.114	0.5	0.07842587171953475	0.011697312628359281
ENSG0103459	GENE3459	-0.919	0.285	0.026752157186325842	0.01169830973309963
ENSG0107521	GENE7521	2.274	0.278	0.09058271270386187	0.011699238172142211
ENSG0115512	GENE15512	-2.009	0.12	0.07152990177655905	0.011725114605956993
ENSG0109221	GENE9221	4.168	0.499	0.4993021178001301	0.011727990260304454
ENSG0111008	GENE11008	2.173	0.422	0.08299627484956018	0.011736320919561406
ENSG0113593	GENE13593	-3.945	0.206	0.41045809020894297	0.011781593077263388
ENSG0110895	GENE10895	4.591	0.36	0.7342227894341742	0.011784645297727082
ENSG0101899	GENE1899	-4.637	0.459	0.7657363629364796	0.011793092200461474
ENSG0104366	GENE4366	1.889	0.442	0.06464553499714487	0.011811464232989273
ENSG0102690	GENE2690	-4.751	0.183	0.8505238821436045	0.011824557685217394
ENSG0106979	GENE6979	0.906	0.477	0.02675426610103604	0.011839048841324699
ENSG0111919	GENE11919	-3.542	0.138	0.2872395619889203	0.011850035563167856
ENSG0112410	GENE12410	-1.198	0.291	0.034840914861687944	0.011857455054995882
ENSG0107533	GENE7533	0.619	0.406	0.020707470436944986	0.011862172454829864
ENSG0106808	GENE6808	-4.561	0.285	0.7208698363079475	0.0118863471624884
ENSG0112407	GENE12407	1.045	0.223	0.03048954661579162	0.011905100357266826
ENSG0102887	GENE2887	-2.324	0.34	0.09650708023746035	0.011918369151070696
ENSG0106274	GENE6274	-2.31	0.142	0.09530728085432727	0.011920712778469717
ENSG0104399	GENE4399	-1.128	0.333	0.03294079745453482	0.011930208089634346
ENSG0102234	GENE2234	-2.978	0.295	0.17408698407780887	0.011934452292020193
ENSG0102559	GENE2559	1.934	0.404	0.06812441201761044	0.011946833632712107
ENSG0116503	GENE16503	-3.942	0.109	0.41514979266019014	0.01194949653856138
ENSG0114567	GENE14567	1.378	0.13	0.041331117432128694	0.011955349683273738
ENSG0108081	GENE8081	-2.801	0.145	0.14903577859290884	0.011981024989028017
ENSG0109645	GENE9645	-4.42	0.387	0.6400447250310306	0.011988771511791852
ENSG0102372	GENE2372	2.012	0.114	0.07341908550545784	0.012008538364784674
ENSG0115927	GENE15927	-4.128	0.12	0.49574752597522187	0.012075044684769245
ENSG0109398	GENE9398	0.566	0.362	0.020105456633444208	0.012078017081694203
ENSG0110361	GENE10361	-4.7	0.189	0.8308703143792	0.012086284675220571
ENSG0114005	GENE14005	-1.166	0.123	0.03452110913351214	0.012089896205314702
ENSG0104518	GENE4518	1.127	0.483	0.033353679223929844	0.01209999266831906
ENSG0105178	GENE5178	0.324	0.434	0.016199159838131694	0.012102986924156772
ENSG0102703	GENE2703	1.115	0.23	0.03300692739096034	0.012105417158157128
ENSG0101153	GENE1153	1.234	0.22	0.036804480213835644	0.012118243116975244
ENSG0108411	GENE8411	-2.337	0.188	0.09954918546269875	0.012150796983416043
ENSG0105447	GENE5447	0.863	0.432	0.026418057267030504	0.012153229025492356
ENSG0104354	GENE4354	-1.775	0.376	0.06030262752612514	0.012200356129171268
ENSG0106867	GENE6867	3.863	0.467	0.3953877204306968	0.012223417148251672
ENSG0115301	GENE15301	4.85	0.1	0.9617998289204689	0.01223127222760336
ENSG0110291	GENE10291	4.174	0.18	0.524715927406508	0.012255526536800685
ENSG0111514	GENE11514	-2.989	0.438	0.18062279777471746	0.01226139902048718
ENSG0103805	GENE3805	-4.773	0.425	0.901134757270083	0.012275659148778765
ENSG0106944	GENE6944	0.033	0.234	0.012651016545836113	0.012276587039528724
ENSG0102321	GENE2321	-0.398	0.454	0.017606863918363302	0.012302302674131545
ENSG0115402	GENE15402	1.43	0.227	0.044600444132164796	0.012318204502579007
ENSG0100442	GENE442	0.332	0.13	0.0166075448166374	0.01231822765315106
ENSG0112577	GENE12577	-3.149	0.369	0.20971364638503887	0.01232500263947993
ENSG0106451	GENE6451	4.061	0.362	0.47715583274218853	0.012339490688522036
ENSG0114776	GENE14776	0.001	0.238	0.012372098818157484	0.0123633931206899
ENSG0105142	GENE5142	2.02	0.27	0.07619230794908949	0.012365263158348214
ENSG0116821	GENE16821	-4.533	0.456	0.7311087650545449	0.012366901460338782
ENSG0101838	GENE1838	-2.283	0.465	0.09666482755662353	0.012389653471874
ENSG0100297	GENE297	3.533	0.447	0.298851769162944	0.012432835478035245
ENSG0115226	GENE15226	0.663	0.37	0.022598160291448455	0.012447651610994473
ENSG0109485	GENE9485	-3.921	0.138	0.42443890894614245	0.012452546196061828
ENSG0107633	GENE7633	2.18	0.32	0.08872700291053282	0.012475213928353848
ENSG0115511	GENE15511	-4.076	0.234	0.4894742691216655	0.012490611131839201
ENSG0107762	GENE7762	-2.421	0.284	0.11040126317311205	0.012493301825064897
ENSG0108610	GENE8610	4.192	0.483	0.5446590098311472	0.012523727156666857
ENSG0100760	GENE760	3.812	0.215	0.3872164613203395	0.012527380206788518
ENSG0115669	GENE15669	3.053	0.133	0.19562301491881406	0.01253322320761856
ENSG0112162	GENE12162	-3.047	0.462	0.19457442641086065	0.012533433477774669
ENSG0117365	GENE17365	0.433	0.163	0.018514572581403654	0.012540824497305163
ENSG0108271	GENE8271	4.376	0.344	0.644128592884923	0.012543380423329557
ENSG0109306	GENE9306	3.959	0.226	0.44307250146301314	0.012557248136642161
ENSG0114424	GENE14424	4.365	0.436	0.6387832112872773	0.012564090445357449
ENSG0104035	GENE4035	2.573	0.154	0.12737215875187524	0.01257544940691134
ENSG0106923	GENE6923	4.488	0.393	0.714003028703447	0.0125775089328677
ENSG0105080	GENE5080	-2.703	0.412	0.14333906801700902	0.012589659864192429
ENSG0112535	GENE12535	4.69	0.175	0.8582504083735448	0.012605877989812572
ENSG0101807	GENE1807	-0.909	0.235	0.028589998026316787	0.01261203537220689
ENSG0104543	GENE4543	4.829	0.395	0.9732935229395102	0.01261349058836876
ENSG0114500	GENE14500	-0.901	0.296	0.0284812798907218	0.012659590436506213
ENSG0104017	GENE4017	2.104	0.486	0.08414173530115043	0.01266559710429608
ENSG0115040	GENE15040	0.201	0.477	0.015174379277243744	0.01266657836608715
ENSG0101820	GENE1820	-3.236	0.218	0.23323737842170977	0.012677910998447266
ENSG0100908	GENE908	4.281	0.347	0.5974000769424905	0.012678178916682502
ENSG0106278	GENE6278	3.511	0.462	0.298871923408112	0.012679293756763889
ENSG0114718	GENE14718	-0.554	0.276	0.020892656909373586	0.012691452958275616
ENSG0104695	GENE4695	-4.207	0.396	0.5607307644738234	0.012712062985891061
ENSG0101702	GENE1702	-3.797	0.233	0.3877788702089968	0.012720621884110547
ENSG0102037	GENE2037	4.588	0.207	0.7902567056154534	0.012723601868599109
ENSG0100621	GENE621	0.362	0.22	0.0176333266340426	0.012735908599000964
ENSG0107850	GENE7850	0.519	0.321	0.020343569836497433	0.012752195036890413
ENSG0113637	GENE13637	1.002	0.37	0.03143283775593453	0.012755494135037796
ENSG0106759	GENE6759	4.594	0.427	0.7969543288118335	0.012758355553124828
ENSG0116476	GENE16476	-3.737	0.421	0.3697706178050536	0.012799043125672278
ENSG0113270	GENE13270	-0.28	0.284	0.01647058847194094	0.01280049744816999
ENSG0104380	GENE4380	2.187	0.481	0.09181454613437978	0.012827077426117285
ENSG0110107	GENE10107	0.452	0.107	0.01926891407461684	0.01282942620288343
ENSG0100088	GENE88	4.327	0.495	0.6310802531820513	0.01284403316638796
ENSG0116324	GENE16324	-2.559	0.42	0.12863799475382787	0.012856291178914464
ENSG0108453	GENE8453	-4.69	0.391	0.8758739072971625	0.012857449418780212
ENSG0116974	GENE16974	-4.564	0.355	0.7827147405496436	0.012877489142827516
ENSG0109585	GENE9585	1.544	0.229	0.05183172344285403	0.012915903884691087
ENSG0106801	GENE6801	-2.572	0.156	0.13088594848742152	0.012929843975250032
ENSG0117290	GENE17290	-0.662	0.156	0.023465312192306742	0.012931658004888246
ENSG0105877	GENE5877	2.276	0.221	0.10032970275908903	0.012939421079131722
ENSG0107757	GENE7757	1.221	0.47	0.038854896163023844	0.012943821753489218
ENSG0108022	GENE8022	3.848	0.395	0.41391183384728003	0.012971622018918919
ENSG0105811	GENE5811	-3.711	0.189	0.3667871748390933	0.013001543377497557
ENSG0107456	GENE7456	2.849	0.148	0.16908306755250657	0.013013983593112389
ENSG0104977	GENE4977	4.607	0.195	0.8229371211784391	0.013024975120084043
ENSG0113943	GENE13943	2.439	0.34	0.11702022008201807	0.013034478476967686
ENSG0116523	GENE16523	0.539	0.306	0.021185144194365346	0.01304686427441787
ENSG0104811	GENE4811	-1.662	0.166	0.05822988126872641	0.013047439086174357
ENSG0111502	GENE11502	-4.252	0.232	0.5994692770338451	0.013054239375875958
ENSG0112910	GENE12910	0.282	0.438	0.01685573677926766	0.013075001049396061
ENSG0108547	GENE8547	1.592	0.285	0.05477231583274944	0.013075198591940982
ENSG0110320	GENE10320	4.663	0.42	0.8696192684471113	0.0130864056127988
ENSG0116724	GENE16724	4.19	0.288	0.5688530416935194	0.01310596735391181
ENSG0110759	GENE10759	-2.606	0.197	0.13686915498411223	0.013108809744110531
ENSG0102646	GENE2646	4.219	0.465	0.5845876913867748	0.013118082462123164
ENSG0108869	GENE8869	2.723	0.27	0.1523384788904273	0.013135446338354395
ENSG0107937	GENE7937	-4.597	0.131	0.8270314163753986	0.01320094204268398
ENSG0108369	GENE8369	4.039	0.407	0.5007835430026932	0.013207061411193747
ENSG0111890	GENE11890	0.829	0.159	0.027898146953869496	0.01322978944912748
ENSG0109272	GENE9272	2.126	0.385	0.08965911942369498	0.013235111384085034
ENSG0103738	GENE3738	0.509	0.444	0.02093260836360522	0.013237696512920307
ENSG0112492	GENE12492	0.608	0.381	0.022934708156985728	0.01326631337310751
ENSG0111511	GENE11511	-3.482	0.299	0.3045763561882484	0.01326952321883929
ENSG0105575	GENE5575	-1.782	0.197	0.06605079879632536	0.013281514491614495
ENSG0107717	GENE7717	-3.24	0.349	0.24593846391295482	0.013314056103757757
ENSG0114018	GENE14018	4.439	0.117	0.7245067119892055	0.01333614539385992
ENSG0103276	GENE3276	2.315	0.386	0.10738755135074585	0.013363781368517269
ENSG0114141	GENE14141	-0.763	0.327	0.026595021811802178	0.013380840048223394
ENSG0117000	GENE17000	-2.633	0.168	0.1431187602403341	0.013383490316321803
ENSG0113202	GENE13202	3.484	0.332	0.30789345562880954	0.013383522338439341
ENSG0102717	GENE2717	1.389	0.125	0.046727276555048936	0.01338447742193129
ENSG0117445	GENE17445	-1.298	0.279	0.0430794308953617	0.013390908510949852
ENSG0101872	GENE1872	4.223	0.499	0.5987958877669696	0.013391401472970374
ENSG0110952	GENE10952	-1.718	0.424	0.06320536894403617	0.013460401459625496
ENSG0104250	GENE4250	1.722	0.45	0.06342949547915122	0.013464880298879118
ENSG0108992	GENE8992	1.735	0.408	0.06424530327721734	0.013480990305962719
ENSG0116712	GENE16712	1.389	0.386	0.047074566240260185	0.013485400546232002
ENSG0115742	GENE15742	3.469	0.164	0.3065828978314534	0.013503448950342268
ENSG0105529	GENE5529	-1.774	0.129	0.06667989206682379	0.01350349097978689
ENSG0116839	GENE16839	3.382	0.408	0.2834670808149816	0.013510050816213485
ENSG0104804	GENE4804	-0.094	0.462	0.014704372582035496	0.013512005260930935
ENSG0112490	GENE12490	-1.602	0.155	0.05739520162106815	0.01357106203325928
ENSG0115205	GENE15205	-2.692	0.364	0.15323367796924603	0.013584511059338424
ENSG0115227	GENE15227	0.587	0.217	0.023068851734513673	0.013604071373628072
ENSG0101129	GENE1129	-2.375	0.12	0.11543815362417753	0.013609835945747275
ENSG0113035	GENE13035	0.031	0.436	0.014006612558391085	0.013626981621290918
ENSG0115235	GENE15235	2.455	0.383	0.12419350420648034	0.013628874094719625
ENSG0104296	GENE4296	-2.262	0.268	0.10436849412414995	0.013633954608974885
ENSG0104520	GENE4520	-0.995	0.332	0.033384311910202746	0.013634221116550658
ENSG0110030	GENE10030	1.437	0.219	0.04970868541510265	0.01363819125359949
ENSG0107631	GENE7631	1.073	0.369	0.03585569563305113	0.013655009640078822
ENSG0115779	GENE15779	0.828	0.262	0.02876891288576333	0.013660096611507341
ENSG0101673	GENE1673	0.264	0.256	0.017332897696145322	0.013671299680479667
ENSG0101369	GENE1369	0.001	0.142	0.013701535959172895	0.01368597404178917
ENSG0115835	GENE15835	-3.977	0.395	0.49112230859362505	0.013699883581531428
ENSG0106272	GENE6272	0.522	0.458	0.02198566778573996	0.013745699787017314
ENSG0116040	GENE16040	-1.673	0.49	0.0619494607980875	0.013746715370011276
ENSG0112925	GENE12925	-0.792	0.233	0.028063727400208238	0.013756511733691195
ENSG0100471	GENE471	-2.837	0.233	0.17678945882240216	0.013756616042126423
ENSG0116283	GENE16283	-3.333	0.27	0.2769577996864475	0.01379050735854826
ENSG0108680	GENE8680	0.958	0.472	0.032686593140567544	0.013800183366616219
ENSG0102424	GENE2424	-3.324	0.191	0.2754096867759567	0.013825713679391654
ENSG0107101	GENE7101	-0.874	0.396	0.03037207414675802	0.01383018161653879
ENSG0112315	GENE12315	0.533	0.401	0.02236177667305883	0.01383953603968898
ENSG0108537	GENE8537	1.132	0.116	0.03835977759666065	0.01384508075277214
ENSG0115359	GENE15359	-1.505	0.115	0.053668083961660784	0.013845130450503007
ENSG0115743	GENE15743	0.988	0.318	0.03369609210125757	0.013851362737142138
ENSG0115639	GENE15639	1.385	0.168	0.04818655309029407	0.013852700588681871
ENSG0115572	GENE15572	2.786	0.283	0.17007298461342413	0.013854046085517276
ENSG0112340	GENE12340	-3.551	0.429	0.3392413823081927	0.013888560333177244
ENSG0115369	GENE15369	-2.627	0.455	0.1477327965520555	0.013888955112313932
ENSG0115518	GENE15518	-1.242	0.391	0.04251821183491822	0.013905117057709021
ENSG0106772	GENE6772	1.448	0.305	0.0511938744136855	0.013905690897014225
ENSG0101614	GENE1614	-3.276	0.242	0.2653735701034603	0.013907235492912708
ENSG0117268	GENE17268	0.276	0.228	0.017839207895979703	0.013909562140011699
ENSG0109064	GENE9064	3.679	0.439	0.38213150929233897	0.01393982848193985
ENSG0111218	GENE11218	3.289	0.169	0.2695236015995368	0.013962851629955836
ENSG0112918	GENE12918	3.172	0.438	0.242576219928479	0.013963350998692248
ENSG0109605	GENE9605	-4.572	0.457	0.8552069919798643	0.013965716597162543
ENSG0101694	GENE1694	-3.817	0.377	0.4336138595488175	0.01397505945658678
ENSG0114724	GENE14724	1.544	0.217	0.05615186705410247	0.013991681150049999
ENSG0103024	GENE3024	2.822	0.192	0.17770415090915348	0.014011864696088592
ENSG0114750	GENE14750	-0.444	0.471	0.02092793845427343	0.014039026555025133
ENSG0103000	GENE3000	2.281	0.214	0.10943952276191404	0.014047894005326779
ENSG0100048	GENE48	2.117	0.473	0.09441337593957033	0.014051394680504075
ENSG0107053	GENE7053	-3.952	0.379	0.4928836801163313	0.01406718051570232
ENSG0113321	GENE13321	2.406	0.168	0.1228462396679203	0.01409249228417182
ENSG0106412	GENE6412	-0.058	0.464	0.014859890297384548	0.014100800819814486
ENSG0113038	GENE13038	4.544	0.178	0.8423731556725977	0.014101710055360072
ENSG0103566	GENE3566	3.747	0.323	0.41122256790780953	0.014105671972571357
ENSG0109554	GENE9554	0.464	0.192	0.021515730006740896	0.014164864248785207
ENSG0104781	GENE4781	-3.086	0.139	0.2278872663741861	0.014169629707515972
ENSG0116630	GENE16630	0.25	0.226	0.017753012990797234	0.014172881548614569
ENSG0110281	GENE10281	-2.383	0.143	0.12143020801665805	0.014215223656421134
ENSG0117153	GENE17153	0.197	0.163	0.016985342194923536	0.014223824665053515
ENSG0104954	GENE4954	-4.65	0.394	0.9347944893650206	0.014225757653475187
ENSG0114160	GENE14160	2.683	0.106	0.1594663561962748	0.01425159899926937
ENSG0117259	GENE17259	3.607	0.212	0.3664580887471023	0.014266710020547274
ENSG0109875	GENE9875	-0.497	0.47	0.02232494367992799	0.014275111531800297
ENSG0103686	GENE3686	-1.612	0.15	0.06092488175296873	0.014279102534875193
ENSG0108461	GENE8461	-4.466	0.116	0.79562861805498	0.014290404529297522
ENSG0105423	GENE5423	-1.236	0.198	0.043519102788606046	0.014306693958570808
ENSG0114286	GENE14286	2.166	0.499	0.10052360035465435	0.014309011452891249
ENSG0111100	GENE11100	1.356	0.225	0.048478032001470606	0.01431237646050447
ENSG0103884	GENE3884	-3.338	0.111	0.2890202917761431	0.014328175248135268
ENSG0105210	GENE5210	-0.687	0.264	0.026601054651272937	0.01433751380669176
ENSG0117354	GENE17354	3.385	0.483	0.3018514462571853	0.014348867175069028
ENSG0113754	GENE13754	0.257	0.297	0.01809686653389797	0.014365088035807135
ENSG0103285	GENE3285	-4.482	0.133	0.8138003084496462	0.014407032468723007
ENSG0100604	GENE604	3.696	0.229	0.401458576133528	0.014419875457808802
ENSG0116265	GENE16265	-3.155	0.449	0.24718403370766706	0.014444227388237833
ENSG0113412	GENE13412	4.44	0.132	0.7852456023726986	0.01444465909075291
ENSG0110094	GENE10094	3.481	0.241	0.33175684002317707	0.01446796591122627
ENSG0112658	GENE12658	0.489	0.405	0.02247954390373008	0.014476777676239559
ENSG0108473	GENE8473	-2.411	0.338	0.12675406014033674	0.014479192099862332
ENSG0106262	GENE6262	2.705	0.322	0.1652716770627468	0.01449085870131446
ENSG0114949	GENE14949	4.554	0.291	0.8733747789319861	0.01449434191922734
ENSG0116512	GENE16512	-0.077	0.187	0.015538546311224422	0.014496750561541956
ENSG0100510	GENE510	-4.587	0.316	0.9002147957094162	0.014496752505802443
ENSG0112785	GENE12785	-2.033	0.344	0.09038117642510557	0.01449944397677427
ENSG0109397	GENE9397	2.53	0.369	0.1413456286092144	0.014501499933585212
ENSG0116270	GENE16270	-4.335	0.449	0.7187731881807214	0.014527045827553632
